Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,21.950001,22.250000,21.500000,21.700001,21.700001,277041
2019-01-03,21.700001,22.000000,21.250000,21.350000,21.350000,267933
2019-01-04,21.500000,22.200001,21.500000,21.900000,21.900000,345244
2019-01-07,22.250000,22.450001,21.450001,21.650000,21.650000,285222
2019-01-08,21.600000,22.100000,21.450001,21.700001,21.700001,357402
2019-01-09,21.950001,22.000000,21.400000,21.549999,21.549999,302025
2019-01-10,21.750000,22.250000,21.500000,21.799999,21.799999,377062
2019-01-11,21.650000,22.100000,21.600000,21.799999,21.799999,178969
2019-01-14,22.000000,22.000000,21.350000,21.450001,21.450001,249718
2019-01-15,21.799999,21.850000,21.450001,21.750000,21.750000,184876
2019-01-16,21.799999,21.950001,21.450001,21.500000,21.500000,234383
2019-01-17,21.549999,21.750000,21.000000,21.100000,21.100000,386128
2019-01-18,21.200001,21.299999,20.750000,20.850000,20.850000,279893
2019-01-21,21.000000,21.000000,20.500000,20.500000,20.500000,310336
2019-01-22,20.549999,20.750000,20.100000,20.400000,20.400000,219384
2019-01-23,20.400000,20.799999,20.200001,20.299999,20.299999,182956
2019-01-24,20.299999,21.600000,20.299999,20.799999,20.799999,564522
2019-01-25,20.799999,21.200001,20.299999,20.350000,20.350000,328174
2019-01-28,20.350000,20.500000,19.600000,19.799999,19.799999,347033
2019-01-29,20.000000,20.000000,19.500000,19.750000,19.750000,277487
2019-01-30,19.750000,20.400000,19.750000,20.100000,20.100000,234453
2019-01-31,20.100000,20.350000,19.799999,20.049999,20.049999,234868
2019-02-01,20.000000,20.450001,19.500000,19.900000,19.900000,395141
2019-02-04,19.900000,19.900000,19.200001,19.350000,19.350000,484219
2019-02-05,19.850000,19.900000,17.750000,18.200001,18.200001,722692
2019-02-06,18.950001,19.000000,16.900000,17.299999,17.299999,801681
2019-02-07,17.650000,18.400000,17.200001,17.750000,17.750000,723528
2019-02-08,17.700001,17.799999,17.049999,17.450001,17.450001,299665
2019-02-11,17.450001,17.600000,16.900000,17.150000,17.150000,250360
2019-02-12,17.100000,17.250000,16.900000,17.000000,17.000000,266687
2019-02-14,17.100000,17.450001,16.500000,17.150000,17.150000,472240
2019-02-15,17.250000,17.250000,16.650000,16.799999,16.799999,338457
2019-02-18,16.700001,16.900000,16.049999,16.100000,16.100000,442365
2019-02-19,16.549999,16.549999,15.700000,15.800000,15.800000,535575
2019-02-20,15.700000,15.850000,14.700000,14.900000,14.900000,1370586
2019-02-21,15.000000,17.250000,14.550000,17.049999,17.049999,2216054
2019-02-22,17.200001,18.150000,16.400000,17.850000,17.850000,1282029
2019-02-25,17.799999,18.000000,17.100000,17.500000,17.500000,552040
2019-02-26,17.200001,17.200001,16.400000,16.549999,16.549999,766605
2019-02-27,16.750000,17.500000,16.299999,16.650000,16.650000,653239
2019-02-28,16.700001,17.150000,16.549999,16.750000,16.750000,308933
2019-03-01,16.950001,17.799999,16.850000,17.450001,17.450001,642740
2019-03-05,17.600000,18.799999,17.200001,18.700001,18.700001,859771
2019-03-06,18.750000,19.350000,18.450001,18.950001,18.950001,837294
2019-03-07,18.900000,19.200001,18.600000,18.750000,18.750000,382593
2019-03-08,18.500000,19.000000,18.400000,18.549999,18.549999,298077
2019-03-11,18.500000,18.850000,18.100000,18.700001,18.700001,242032
2019-03-12,18.799999,20.200001,18.750000,19.350000,19.350000,1420028
2019-03-13,19.549999,19.950001,18.750000,19.049999,19.049999,459745
2019-03-14,19.150000,19.400000,18.250000,18.549999,18.549999,460411
2019-03-15,18.700001,18.950001,17.750000,17.900000,17.900000,821944
2019-03-18,17.850000,18.350000,17.650000,18.100000,18.100000,415718
2019-03-19,18.549999,18.549999,17.549999,17.900000,17.900000,533288
2019-03-20,17.900000,18.100000,17.250000,17.450001,17.450001,637200
2019-03-22,17.500000,18.150000,17.000000,17.450001,17.450001,667553
2019-03-25,17.450001,17.600000,16.600000,16.950001,16.950001,677226
2019-03-26,17.299999,17.400000,16.549999,17.100000,17.100000,816258
2019-03-27,17.200001,17.650000,16.600000,17.049999,17.049999,827733
2019-03-28,17.000000,17.850000,17.000000,17.549999,17.549999,609385
2019-04-01,17.400000,18.250000,17.299999,17.799999,17.799999,740741
2019-04-02,17.799999,18.200001,17.600000,17.700001,17.700001,550925
2019-04-03,17.750000,17.950001,17.500000,17.600000,17.600000,325578
2019-04-04,17.600000,17.850000,17.549999,17.600000,17.600000,182860
2019-04-05,17.799999,17.799999,17.500000,17.650000,17.650000,274916
2019-04-08,17.650000,17.750000,17.500000,17.600000,17.600000,238831
2019-04-09,17.700001,17.700001,17.450001,17.600000,17.600000,314496
2019-04-10,17.600000,17.750000,17.500000,17.600000,17.600000,244907
2019-04-11,17.799999,18.250000,17.650000,17.850000,17.850000,467495
2019-04-12,17.850000,18.000000,17.600000,17.799999,17.799999,286896
2019-04-15,17.950001,18.000000,17.850000,17.900000,17.900000,278827
2019-04-16,17.950001,18.000000,17.750000,17.850000,17.850000,283562
2019-04-18,17.950001,17.950001,17.549999,17.650000,17.650000,264109
2019-04-22,17.500000,17.700001,17.250000,17.299999,17.299999,208526
2019-04-23,17.200001,17.400000,17.049999,17.150000,17.150000,180017
2019-04-24,17.049999,17.600000,17.049999,17.200001,17.200001,157323
2019-04-25,17.200001,17.400000,17.100000,17.200001,17.200001,165872
2019-04-26,17.250000,17.250000,17.000000,17.049999,17.049999,207907
2019-04-30,17.100000,17.250000,16.600000,16.650000,16.650000,245488
2019-05-02,16.549999,17.250000,15.300000,17.100000,17.100000,349613
2019-05-03,17.150000,17.150000,16.650000,16.799999,16.799999,399468
2019-05-06,18.500000,20.150000,17.500000,20.150000,20.150000,6706877
2019-05-07,20.950001,23.150000,20.000000,21.250000,21.250000,6677418
2019-05-08,21.650000,22.200001,20.750000,21.100000,21.100000,2006432
2019-05-09,21.150000,21.799999,19.750000,20.049999,20.049999,1241142
2019-05-10,20.100000,20.799999,19.350000,19.600000,19.600000,735929
2019-05-13,19.600000,20.500000,18.549999,18.750000,18.750000,811998
2019-05-14,18.750000,19.000000,18.299999,18.400000,18.400000,538895
2019-05-15,18.600000,19.350000,18.000000,18.350000,18.350000,639083
2019-05-16,18.400000,19.200001,18.000000,18.850000,18.850000,513411
2019-05-17,18.850000,19.000000,18.299999,18.549999,18.549999,339284
2019-05-20,19.150000,20.000000,18.799999,19.850000,19.850000,923541
2019-05-21,20.350000,20.350000,18.799999,19.100000,19.100000,512274
2019-05-22,18.950001,19.600000,18.900000,19.350000,19.350000,344981
2019-05-23,19.900000,22.200001,19.400000,20.200001,20.200001,2122883
2019-05-24,20.200001,20.600000,19.549999,20.250000,20.250000,1014250
2019-05-27,20.450001,20.900000,20.049999,20.150000,20.150000,753265
2019-05-28,20.350000,21.950001,19.850000,21.700001,21.700001,2153639
2019-05-29,21.750000,22.299999,20.850000,21.049999,21.049999,1027119
2019-05-30,21.049999,21.250000,20.100000,20.350000,20.350000,570235
2019-05-31,20.450001,20.850000,19.950001,20.200001,20.200001,452812
2019-06-03,20.000000,21.100000,19.700001,20.549999,20.549999,731372
2019-06-04,20.600000,20.750000,20.150000,20.200001,20.200001,305426
2019-06-06,20.350000,20.350000,19.700001,19.950001,19.950001,352476
2019-06-07,20.200001,20.650000,19.250000,19.750000,19.750000,485649
2019-06-10,19.850000,20.250000,19.150000,19.250000,19.250000,325336
2019-06-11,19.250000,19.400000,18.450001,18.900000,18.900000,476266
2019-06-12,18.650000,19.150000,18.049999,18.650000,18.650000,401776
2019-06-13,18.799999,18.799999,18.200001,18.250000,18.250000,391722
2019-06-14,18.299999,18.500000,17.900000,18.000000,18.000000,336221
2019-06-17,18.049999,18.100000,17.549999,17.650000,17.650000,306643
2019-06-18,17.700001,18.000000,17.350000,17.500000,17.500000,391624
2019-06-19,17.650000,17.799999,16.799999,16.900000,16.900000,367977
2019-06-20,17.000000,17.200001,16.250000,16.900000,16.900000,475470
2019-06-21,16.799999,17.450001,16.750000,17.049999,17.049999,354901
2019-06-24,17.200001,17.350000,16.850000,16.950001,16.950001,253398
2019-06-25,16.950001,16.950001,16.400000,16.549999,16.549999,340053
2019-06-26,16.500000,16.950001,16.500000,16.799999,16.799999,253800
2019-06-27,16.850000,19.750000,16.650000,19.000000,19.000000,1826700
2019-06-28,18.600000,18.950001,18.100000,18.200001,18.200001,487983
2019-07-01,18.150000,19.600000,18.150000,18.850000,18.850000,506254
2019-07-02,18.900000,19.350000,18.200001,18.400000,18.400000,342438
2019-07-03,18.400000,18.799999,18.200001,18.350000,18.350000,309273
2019-07-04,18.350000,18.600000,18.049999,18.150000,18.150000,251581
2019-07-05,18.200001,18.700001,17.650000,18.150000,18.150000,278459
2019-07-08,18.250000,18.250000,17.049999,17.200001,17.200001,366601
2019-07-09,17.250000,17.500000,16.950001,17.200001,17.200001,361870
2019-07-10,17.350000,17.500000,17.049999,17.150000,17.150000,208734
2019-07-11,17.150000,17.450001,16.950001,17.299999,17.299999,196917
2019-07-12,17.350000,18.200001,17.299999,17.450001,17.450001,517609
2019-07-15,17.500000,17.850000,17.100000,17.250000,17.250000,280299
2019-07-16,17.200001,17.500000,17.100000,17.250000,17.250000,208548
2019-07-17,17.400000,17.700001,17.150000,17.250000,17.250000,178160
2019-07-18,17.400000,17.450001,16.850000,16.900000,16.900000,238538
2019-07-19,17.000000,17.200001,16.549999,16.650000,16.650000,315293
2019-07-22,16.500000,16.799999,16.450001,16.600000,16.600000,238531
2019-07-23,16.600000,16.900000,16.549999,16.600000,16.600000,227650
2019-07-24,16.700001,16.700001,16.150000,16.250000,16.250000,166409
2019-07-25,15.700000,16.700001,15.300000,15.900000,15.900000,432979
2019-07-26,15.900000,16.600000,15.900000,16.400000,16.400000,271737
2019-07-29,16.500000,16.549999,15.900000,15.950000,15.950000,343513
2019-07-30,16.100000,16.500000,15.700000,15.800000,15.800000,406580
2019-07-31,16.150000,16.400000,15.650000,16.200001,16.200001,384911
